,id,genres
249,249,"['comedy', 'drama']"
250,250,['drama']
251,251,['drama']
252,252,"['comedy', 'romance']"
253,253,"['comedy', 'drama']"
254,254,"['comedy', 'romance']"
255,255,"['drama', 'romance']"
256,256,['drama']
257,257,"['comedy', 'drama']"
258,258,"['crime', 'drama']"
259,259,['drama']
260,260,"['crime', 'thriller']"
261,261,['drama']
262,262,['drama']
263,263,['drama']
264,264,['drama']
265,265,['drama']
266,266,['drama']
267,267,['drama']
268,268,['drama']
269,269,['drama']
270,270,"['comedy', 'drama']"
271,271,['drama']
272,272,['thriller']
273,273,['drama']
274,274,"['mystery', 'thriller']"
275,275,"['drama', 'romance']"
276,276,['drama']
277,277,"['crime', 'thriller']"
278,278,['drama']
279,279,['drama']
280,280,['drama']
281,281,"['action', 'thriller']"
282,282,"['drama', 'romance']"
283,283,"['crime', 'thriller']"
284,284,['drama']
285,285,['drama']
286,286,['drama']
287,287,['drama']
288,288,['comedy']
289,289,"['horror', 'thriller']"
290,290,['drama']
291,291,['drama']
292,292,"['crime', 'thriller']"
293,293,['thriller']
294,294,['drama']
295,295,['drama']
296,296,['drama']
297,297,"['crime', 'thriller']"
298,298,['drama']
299,299,['drama']
300,300,"['action', 'thriller']"
301,301,['drama']
302,302,"['crime', 'thriller']"
303,303,['comedy']
304,304,['drama']
305,305,"['crime', 'thriller']"
306,306,"['adventure', 'sci-fi']"
307,307,['thriller']
308,308,['drama']
309,309,"['drama', 'thriller']"
310,310,"['crime', 'thriller']"
311,311,['drama']
312,312,"['action', 'thriller']"
313,313,['drama']
314,314,['drama']
315,315,['drama']
316,316,['drama']
317,317,"['comedy', 'drama']"
318,318,['drama']
319,319,"['crime', 'thriller']"
320,320,['drama']
321,321,['drama']
322,322,['drama']
323,323,"['crime', 'thriller']"
324,324,['drama']
325,325,['drama']
326,326,['drama']
327,327,['thriller']
328,328,"['crime', 'thriller']"
329,329,"['crime', 'thriller']"
330,330,"['comedy', 'drama']"
331,331,['drama']
332,332,"['drama', 'romance']"
333,333,"['comedy', 'romance']"
334,334,['drama']
335,335,['drama']
336,336,['drama']
337,337,['drama']
338,338,['drama']
339,339,['drama']
340,340,"['crime', 'thriller']"
341,341,['drama']
342,342,['drama']
343,343,['drama']
344,344,"['comedy', 'drama']"
345,345,"['crime', 'drama']"
346,346,"['action', 'thriller']"
347,347,['drama']
348,348,['drama']
349,349,['drama']
350,350,['drama']
351,351,"['comedy', 'drama']"
352,352,['drama']
353,353,"['comedy', 'drama']"
354,354,"['crime', 'thriller']"
355,355,"['crime', 'thriller']"
356,356,['drama']
357,357,['drama']
358,358,['drama']
359,359,['drama']
360,360,"['crime', 'drama']"
361,361,['drama']
362,362,['drama']
363,363,['drama']
364,364,"['action', 'thriller']"
365,365,['drama']
366,366,"['comedy', 'drama']"
367,367,['drama']
368,368,['drama']
369,369,"['comedy', 'drama']"
370,370,['drama']
371,371,['drama']
372,372,['drama']
373,373,"['drama', 'romance']"
374,374,"['drama', 'romance']"
375,375,['drama']
376,376,['drama']
377,377,"['crime', 'drama']"
378,378,['drama']
379,379,['drama']
380,380,['drama']
381,381,['drama']
382,382,"['action', 'thriller']"
383,383,['drama']
384,384,['drama']
385,385,['drama']
386,386,['drama']
387,387,"['mystery', 'thriller']"
388,388,['drama']
389,389,['drama']
390,390,"['crime', 'thriller']"
391,391,"['drama', 'thriller']"
392,392,"['drama', 'romance']"
393,393,"['action', 'thriller']"
394,394,"['crime', 'thriller']"
395,395,"['mystery', 'thriller']"
396,396,['drama']
397,397,['drama']
398,398,"['drama', 'romance']"
399,399,"['crime', 'thriller']"
400,400,['drama']
401,401,['drama']
402,402,['drama']
403,403,['drama']
404,404,"['mystery', 'thriller']"
405,405,"['comedy', 'drama']"
406,406,"['comedy', 'drama']"
407,407,['drama']
408,408,['drama']
409,409,['thriller']
410,410,['drama']
411,411,"['mystery', 'thriller']"
412,412,"['action', 'thriller']"
413,413,"['mystery', 'thriller']"
414,414,"['action', 'sci-fi']"
415,415,"['comedy', 'drama']"
416,416,"['drama', 'romance']"
417,417,['drama']
418,418,['drama']
419,419,"['mystery', 'thriller']"
420,420,['drama']
421,421,"['comedy', 'romance']"
422,422,"['crime', 'thriller']"
423,423,"['drama', 'thriller']"
424,424,['drama']
425,425,['comedy']
426,426,['drama']
427,427,['thriller']
428,428,['comedy']
429,429,"['adventure', 'sci-fi']"
430,430,"['comedy', 'romance']"
431,431,['drama']
432,432,['thriller']
433,433,['drama']
434,434,"['comedy', 'drama']"
435,435,"['comedy', 'drama']"
436,436,['comedy']
437,437,['drama']
438,438,['drama']
439,439,['drama']
440,440,"['comedy', 'romance']"
441,441,"['comedy', 'romance']"
442,442,['drama']
443,443,"['drama', 'thriller']"
444,444,['drama']
445,445,"['crime', 'thriller']"
446,446,['drama']
447,447,['drama']
448,448,['drama']
449,449,"['comedy', 'romance']"
450,450,['drama']
451,451,['drama']
452,452,['drama']
453,453,['comedy']
454,454,['comedy']
455,455,['drama']
456,456,"['crime', 'thriller']"
457,457,"['comedy', 'drama']"
458,458,['drama']
459,459,['drama']
460,460,"['drama', 'romance']"
461,461,"['mystery', 'thriller']"
462,462,"['crime', 'thriller']"
463,463,['drama']
464,464,"['drama', 'romance']"
465,465,['drama']
466,466,"['crime', 'thriller']"
467,467,['drama']
468,468,"['comedy', 'drama']"
469,469,"['comedy', 'romance']"
470,470,['drama']
471,471,"['drama', 'romance']"
472,472,['drama']
473,473,"['comedy', 'drama']"
474,474,['drama']
475,475,"['comedy', 'drama']"
476,476,['drama']
477,477,['drama']
478,478,['drama']
479,479,['drama']
480,480,['drama']
481,481,"['drama', 'romance']"
482,482,"['action', 'thriller']"
483,483,['drama']
484,484,"['mystery', 'thriller']"
485,485,['drama']
486,486,"['drama', 'thriller']"
487,487,['drama']
488,488,['comedy']
489,489,['drama']
490,490,['drama']
491,491,['drama']
492,492,['drama']
493,493,['drama']
494,494,['drama']
495,495,"['action', 'thriller']"
496,496,['drama']
497,497,['drama']
498,498,"['comedy', 'romance']"
499,499,"['crime', 'thriller']"
500,500,['drama']
501,501,['drama']
502,502,"['comedy', 'romance']"
503,503,"['action', 'thriller']"
504,504,['drama']
505,505,['drama']
506,506,['drama']
507,507,['drama']
508,508,"['comedy', 'romance']"
509,509,"['crime', 'thriller']"
510,510,"['crime', 'drama']"
511,511,['drama']
512,512,['drama']
513,513,['drama']
514,514,['drama']
515,515,['drama']
516,516,['drama']
517,517,"['mystery', 'thriller']"
518,518,"['action', 'thriller']"
519,519,"['drama', 'thriller']"
520,520,['drama']
521,521,['drama']
522,522,['drama']
523,523,"['crime', 'thriller']"
524,524,['thriller']
525,525,['drama']
526,526,['drama']
527,527,['drama']
528,528,['drama']
529,529,['drama']
530,530,['drama']
531,531,"['action', 'thriller']"
532,532,['drama']
533,533,['drama']
534,534,['thriller']
535,535,"['action', 'thriller']"
536,536,['drama']
537,537,"['drama', 'romance']"
538,538,['drama']
539,539,['drama']
540,540,['drama']
541,541,['drama']
542,542,['drama']
543,543,['drama']
544,544,"['action', 'thriller']"
545,545,['drama']
546,546,['thriller']
547,547,"['comedy', 'drama']"
548,548,['drama']
549,549,"['comedy', 'crime']"
550,550,['drama']
551,551,['drama']
552,552,['drama']
553,553,"['drama', 'thriller']"
554,554,['drama']
555,555,['comedy']
556,556,['thriller']
557,557,['drama']
558,558,"['crime', 'thriller']"
559,559,"['crime', 'thriller']"
560,560,"['drama', 'romance']"
561,561,"['crime', 'thriller']"
562,562,['drama']
563,563,"['comedy', 'drama']"
564,564,['thriller']
565,565,['drama']
566,566,"['drama', 'thriller']"
567,567,"['drama', 'thriller']"
568,568,"['mystery', 'thriller']"
569,569,['drama']
570,570,['drama']
571,571,"['comedy', 'drama']"
572,572,"['comedy', 'drama']"
573,573,['drama']
574,574,"['action', 'thriller']"
575,575,"['crime', 'drama']"
576,576,"['crime', 'drama']"
577,577,"['drama', 'thriller']"
578,578,"['comedy', 'drama']"
579,579,['drama']
580,580,['drama']
581,581,['drama']
582,582,['drama']
583,583,"['drama', 'romance']"
584,584,"['action', 'thriller']"
585,585,['drama']
586,586,['comedy']
587,587,['drama']
588,588,['drama']
589,589,['drama']
590,590,"['comedy', 'drama']"
591,591,['thriller']
592,592,"['crime', 'thriller']"
593,593,['drama']
594,594,"['crime', 'thriller']"
595,595,"['comedy', 'romance']"
596,596,"['mystery', 'thriller']"
597,597,['drama']
598,598,['thriller']
599,599,['drama']
600,600,['drama']
601,601,['drama']
602,602,['drama']
603,603,"['comedy', 'romance']"
604,604,['drama']
605,605,['drama']
606,606,['drama']
607,607,"['crime', 'thriller']"
608,608,"['mystery', 'thriller']"
609,609,['drama']
610,610,['drama']
611,611,['comedy']
612,612,"['crime', 'thriller']"
613,613,"['action', 'thriller']"
614,614,['drama']
615,615,['drama']
616,616,"['mystery', 'thriller']"
617,617,['drama']
618,618,['drama']
619,619,['thriller']
620,620,"['comedy', 'romance']"
621,621,['drama']
622,622,['drama']
623,623,['drama']
624,624,['drama']
625,625,"['drama', 'romance']"
626,626,"['action', 'thriller']"
627,627,"['comedy', 'drama']"
628,628,['drama']
629,629,['comedy']
630,630,['drama']
631,631,"['crime', 'thriller']"
632,632,['drama']
633,633,"['crime', 'thriller']"
634,634,['drama']
635,635,"['comedy', 'romance']"
636,636,['drama']
637,637,['drama']
638,638,['drama']
639,639,['drama']
640,640,"['crime', 'thriller']"
641,641,['comedy']
642,642,['drama']
643,643,"['comedy', 'drama']"
644,644,"['crime', 'drama']"
645,645,"['mystery', 'thriller']"
646,646,"['comedy', 'drama']"
647,647,"['comedy', 'drama']"
648,648,"['comedy', 'crime']"
649,649,['drama']
650,650,['comedy']
651,651,['drama']
652,652,"['crime', 'drama']"
653,653,['drama']
654,654,"['drama', 'thriller']"
655,655,['drama']
656,656,['drama']
657,657,['drama']
658,658,['drama']
659,659,"['drama', 'thriller']"
660,660,['thriller']
661,661,"['comedy', 'drama']"
662,662,"['drama', 'thriller']"
663,663,['drama']
664,664,['drama']
665,665,"['mystery', 'thriller']"
666,666,['drama']
667,667,['drama']
668,668,"['horror', 'thriller']"
669,669,['thriller']
670,670,"['crime', 'thriller']"
671,671,"['crime', 'thriller']"
672,672,"['crime', 'thriller']"
673,673,"['crime', 'thriller']"
674,674,"['comedy', 'drama']"
675,675,['drama']
676,676,['drama']
677,677,['drama']
678,678,['drama']
679,679,"['crime', 'thriller']"
680,680,['drama']
681,681,['drama']
682,682,['thriller']
683,683,"['drama', 'romance']"
684,684,['drama']
685,685,"['drama', 'romance']"
686,686,"['action', 'thriller']"
687,687,"['comedy', 'drama']"
688,688,"['crime', 'thriller']"
689,689,"['crime', 'thriller']"
690,690,['drama']
691,691,['drama']
692,692,"['drama', 'romance']"
693,693,"['drama', 'thriller']"
694,694,"['crime', 'thriller']"
695,695,['drama']
696,696,['drama']
697,697,"['comedy', 'romance']"
698,698,"['mystery', 'thriller']"
699,699,['drama']
700,700,"['action', 'thriller']"
701,701,['drama']
702,702,['drama']
703,703,['drama']
704,704,"['action', 'thriller']"
705,705,['drama']
706,706,"['drama', 'thriller']"
707,707,['drama']
708,708,"['crime', 'thriller']"
709,709,"['comedy', 'drama']"
710,710,['drama']
711,711,['drama']
712,712,['drama']
713,713,"['drama', 'thriller']"
714,714,"['drama', 'thriller']"
715,715,['drama']
716,716,"['crime', 'thriller']"
717,717,['drama']
718,718,['comedy']
719,719,['drama']
720,720,"['action', 'thriller']"
721,721,['thriller']
722,722,"['crime', 'thriller']"
723,723,"['drama', 'thriller']"
724,724,['thriller']
725,725,"['drama', 'romance']"
726,726,['drama']
727,727,['drama']
728,728,"['drama', 'romance']"
729,729,['drama']
730,730,"['comedy', 'drama']"
731,731,['drama']
732,732,"['crime', 'thriller']"
733,733,['drama']
734,734,['drama']
735,735,"['drama', 'romance']"
736,736,"['action', 'thriller']"
737,737,"['comedy', 'drama']"
738,738,"['comedy', 'drama']"
739,739,['drama']
740,740,['drama']
741,741,"['action', 'thriller']"
742,742,['drama']
743,743,"['action', 'sci-fi']"
744,744,"['crime', 'thriller']"
745,745,['drama']
746,746,['drama']
747,747,['drama']
748,748,['drama']
749,749,['drama']
750,750,['drama']
751,751,['drama']
752,752,['drama']
753,753,['drama']
754,754,"['crime', 'thriller']"
755,755,['drama']
756,756,"['crime', 'thriller']"
757,757,['drama']
758,758,['thriller']
759,759,['drama']
760,760,['drama']
761,761,"['action', 'thriller']"
762,762,"['drama', 'mystery']"
763,763,['drama']
764,764,"['action', 'thriller']"
765,765,['drama']
766,766,['drama']
767,767,['drama']
768,768,['drama']
769,769,['drama']
770,770,['drama']
771,771,['drama']
772,772,['drama']
773,773,"['mystery', 'thriller']"
774,774,['drama']
775,775,['drama']
776,776,['drama']
777,777,"['drama', 'romance']"
778,778,['drama']
779,779,['drama']
780,780,"['comedy', 'drama']"
781,781,['drama']
782,782,['thriller']
783,783,"['comedy', 'romance']"
784,784,['drama']
785,785,['drama']
786,786,"['action', 'thriller']"
787,787,"['horror', 'thriller']"
788,788,['drama']
789,789,['thriller']
790,790,['drama']
791,791,"['comedy', 'romance']"
792,792,['drama']
793,793,['thriller']
794,794,"['comedy', 'romance']"
795,795,['drama']
796,796,"['drama', 'romance']"
797,797,"['comedy', 'crime']"
798,798,"['crime', 'thriller']"
799,799,"['crime', 'thriller']"
800,800,['drama']
801,801,"['horror', 'thriller']"
802,802,['thriller']
803,803,['drama']
804,804,['drama']
805,805,['comedy']
806,806,['drama']
807,807,['drama']
808,808,"['crime', 'thriller']"
809,809,['drama']
810,810,"['comedy', 'drama']"
811,811,"['comedy', 'drama']"
812,812,['drama']
813,813,['drama']
814,814,"['comedy', 'drama']"
815,815,['drama']
816,816,['drama']
817,817,"['action', 'thriller']"
818,818,['drama']
819,819,['drama']
820,820,"['comedy', 'romance']"
821,821,['drama']
822,822,['drama']
823,823,['drama']
824,824,['drama']
825,825,['thriller']
826,826,['drama']
827,827,['drama']
828,828,['drama']
829,829,['drama']
830,830,"['crime', 'thriller']"
831,831,"['comedy', 'crime']"
832,832,['drama']
833,833,"['mystery', 'thriller']"
834,834,['drama']
835,835,['drama']
836,836,['drama']
837,837,"['comedy', 'drama']"
838,838,['comedy']
839,839,['drama']
840,840,"['comedy', 'crime']"
841,841,['drama']
842,842,"['crime', 'thriller']"
843,843,['drama']
844,844,['drama']
845,845,"['comedy', 'drama']"
846,846,['drama']
847,847,"['comedy', 'drama']"
848,848,['drama']
849,849,['drama']
850,850,['drama']
851,851,"['mystery', 'thriller']"
852,852,['drama']
853,853,"['mystery', 'thriller']"
854,854,"['action', 'thriller']"
855,855,"['action', 'thriller']"
856,856,"['comedy', 'drama']"
857,857,"['drama', 'romance']"
858,858,"['drama', 'thriller']"
859,859,['drama']
860,860,"['crime', 'thriller']"
861,861,['drama']
862,862,['drama']
863,863,['drama']
864,864,['drama']
865,865,['drama']
866,866,['drama']
867,867,['comedy']
868,868,['drama']
869,869,['drama']
870,870,['drama']
871,871,"['action', 'thriller']"
872,872,['drama']
873,873,"['crime', 'thriller']"
874,874,['drama']
875,875,['thriller']
876,876,['drama']
877,877,['thriller']
878,878,"['comedy', 'drama']"
879,879,"['drama', 'romance']"
880,880,['drama']
881,881,"['comedy', 'drama']"
882,882,"['action', 'thriller']"
883,883,['drama']
884,884,['drama']
885,885,['drama']
886,886,['drama']
887,887,['drama']
888,888,['drama']
889,889,['drama']
890,890,['thriller']
891,891,['drama']
892,892,['drama']
893,893,['drama']
894,894,['drama']
895,895,['drama']
896,896,['drama']
897,897,['thriller']
898,898,['drama']
899,899,['drama']
900,900,['drama']
901,901,['comedy']
902,902,['drama']
903,903,['drama']
904,904,['drama']
905,905,['drama']
906,906,"['drama', 'romance']"
907,907,"['comedy', 'drama']"
908,908,"['crime', 'thriller']"
909,909,"['action', 'thriller']"
910,910,['drama']
911,911,"['crime', 'thriller']"
912,912,"['action', 'thriller']"
913,913,['drama']
914,914,"['drama', 'thriller']"
915,915,['drama']
916,916,"['comedy', 'romance']"
917,917,"['crime', 'thriller']"
918,918,['drama']
919,919,['drama']
920,920,"['crime', 'thriller']"
921,921,['drama']
922,922,['drama']
923,923,['drama']
924,924,"['crime', 'thriller']"
925,925,"['comedy', 'drama']"
926,926,['drama']
927,927,"['crime', 'thriller']"
928,928,"['comedy', 'drama']"
929,929,['drama']
930,930,['drama']
931,931,['drama']
932,932,"['crime', 'thriller']"
933,933,['drama']
934,934,['drama']
935,935,"['drama', 'thriller']"
936,936,['drama']
937,937,"['drama', 'romance']"
938,938,['drama']
939,939,"['crime', 'thriller']"
940,940,"['comedy', 'romance']"
941,941,['drama']
942,942,['comedy']
943,943,['drama']
944,944,['thriller']
945,945,"['crime', 'drama']"
946,946,"['drama', 'thriller']"
947,947,"['crime', 'thriller']"
948,948,['drama']
949,949,['drama']
950,950,['drama']
951,951,"['crime', 'thriller']"
952,952,['drama']
953,953,['drama']
954,954,['drama']
955,955,"['action', 'thriller']"
956,956,"['crime', 'thriller']"
957,957,['drama']
958,958,['drama']
959,959,['thriller']
960,960,['drama']
961,961,['drama']
962,962,['comedy']
963,963,['drama']
964,964,"['mystery', 'thriller']"
965,965,['drama']
966,966,['drama']
967,967,"['comedy', 'crime']"
968,968,['thriller']
969,969,['drama']
970,970,['drama']
971,971,"['drama', 'thriller']"
972,972,['drama']
973,973,['drama']
974,974,"['drama', 'romance']"
975,975,['drama']
976,976,"['drama', 'romance']"
977,977,['drama']
978,978,"['crime', 'thriller']"
979,979,"['crime', 'thriller']"
980,980,['drama']
981,981,['drama']
982,982,['drama']
983,983,"['comedy', 'romance']"
984,984,"['comedy', 'drama']"
985,985,"['crime', 'thriller']"
986,986,['drama']
987,987,"['crime', 'thriller']"
988,988,"['crime', 'thriller']"
989,989,"['comedy', 'drama']"
990,990,['drama']
991,991,"['crime', 'thriller']"
992,992,"['comedy', 'romance']"
993,993,['drama']
994,994,['drama']
995,995,['drama']
996,996,"['comedy', 'drama']"
997,997,['comedy']
998,998,['drama']
999,999,['drama']
1000,1000,['drama']
1001,1001,['drama']
1002,1002,['drama']
1003,1003,['drama']
1004,1004,['drama']
1005,1005,['drama']
1006,1006,"['drama', 'romance']"
1007,1007,"['drama', 'romance']"
1008,1008,['drama']
1009,1009,['comedy']
1010,1010,['drama']
1011,1011,['drama']
1012,1012,['drama']
1013,1013,['drama']
1014,1014,"['drama', 'romance']"
1015,1015,['drama']
1016,1016,['drama']
1017,1017,['drama']
1018,1018,['drama']
1019,1019,"['crime', 'thriller']"
1020,1020,"['crime', 'thriller']"
1021,1021,['drama']
1022,1022,['drama']
1023,1023,"['crime', 'thriller']"
1024,1024,"['mystery', 'thriller']"
1025,1025,['drama']
1026,1026,['drama']
1027,1027,['drama']
1028,1028,['drama']
1029,1029,['drama']
1030,1030,"['action', 'thriller']"
1031,1031,['drama']
1032,1032,['drama']
1033,1033,['drama']
1034,1034,['drama']
1035,1035,['drama']
1036,1036,['drama']
1037,1037,['drama']
1038,1038,"['action', 'thriller']"
1039,1039,"['comedy', 'drama']"
1040,1040,"['action', 'thriller']"
1041,1041,"['crime', 'thriller']"
1042,1042,['drama']
1043,1043,"['comedy', 'drama']"
1044,1044,"['crime', 'thriller']"
1045,1045,['drama']
1046,1046,"['crime', 'thriller']"
1047,1047,['drama']
1048,1048,['drama']
1049,1049,"['crime', 'thriller']"
1050,1050,['drama']
1051,1051,['thriller']
1052,1052,['drama']
1053,1053,"['crime', 'thriller']"
1054,1054,['comedy']
1055,1055,"['comedy', 'drama']"
1056,1056,"['comedy', 'drama']"
1057,1057,"['action', 'adventure']"
1058,1058,['drama']
1059,1059,['drama']
1060,1060,['drama']
1061,1061,['drama']
1062,1062,['drama']
1063,1063,['thriller']
1064,1064,['drama']
1065,1065,"['comedy', 'romance']"
1066,1066,['comedy']
1067,1067,['comedy']
1068,1068,"['drama', 'romance']"
1069,1069,"['drama', 'thriller']"
1070,1070,['drama']
1071,1071,['drama']
1072,1072,['drama']
1073,1073,['drama']
1074,1074,"['action', 'thriller']"
1075,1075,"['drama', 'romance']"
1076,1076,"['crime', 'thriller']"
1077,1077,['drama']
1078,1078,['drama']
1079,1079,['drama']
1080,1080,"['comedy', 'drama']"
1081,1081,['drama']
1082,1082,"['drama', 'romance']"
1083,1083,['drama']
1084,1084,['drama']
1085,1085,"['comedy', 'drama']"
1086,1086,"['crime', 'thriller']"
1087,1087,['comedy']
1088,1088,['drama']
1089,1089,"['mystery', 'thriller']"
1090,1090,"['comedy', 'drama']"
1091,1091,"['mystery', 'thriller']"
1092,1092,"['mystery', 'thriller']"
1093,1093,['drama']
1094,1094,['drama']
1095,1095,"['drama', 'romance']"
1096,1096,"['comedy', 'drama']"
1097,1097,['drama']
1098,1098,['comedy']
1099,1099,['drama']
1100,1100,"['crime', 'thriller']"
1101,1101,['drama']
1102,1102,"['crime', 'drama']"
1103,1103,['drama']
1104,1104,['drama']
1105,1105,"['comedy', 'drama']"
1106,1106,['drama']
1107,1107,"['action', 'thriller']"
1108,1108,['drama']
1109,1109,"['drama', 'romance']"
1110,1110,"['crime', 'thriller']"
1111,1111,"['action', 'thriller']"
1112,1112,['drama']
1113,1113,['drama']
1114,1114,['drama']
1115,1115,['drama']
1116,1116,"['comedy', 'drama']"
1117,1117,['drama']
1118,1118,"['drama', 'mystery']"
1119,1119,"['action', 'thriller']"
1120,1120,"['crime', 'thriller']"
1121,1121,['drama']
1122,1122,"['comedy', 'drama']"
1123,1123,['drama']
1124,1124,"['action', 'thriller']"
1125,1125,['comedy']
1126,1126,"['comedy', 'romance']"
1127,1127,['comedy']
1128,1128,['drama']
1129,1129,"['comedy', 'romance']"
1130,1130,['drama']
1131,1131,"['biography', 'drama']"
1132,1132,['drama']
1133,1133,"['drama', 'romance']"
